Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,bd8122e6-801c-4b3a-ac2a-8063568d8237,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,18659b98-5e5d-4092-8e5f-0f662895e001,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,6df9fd1d-631f-4cc8-b6ae-f6418111d158,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,1eea1ed4-61a0-4735-84fd-4cb019352f9e,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,395507e1-edb4-48d2-a024-793b356d4167,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,505330cd-483f-4762-b681-2253b7cefe67,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,a6bbe30b-cdb7-4400-a99c-12a79b6eb4dc,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,dba6b75d-111c-40c9-8058-2c6c5cc22d6d,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,973a6d7e-7a48-4812-a5dd-ce422c2a107b,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,1552bddc-53ef-4085-b425-0bf817d49681,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,040c5cc5-e290-45ef-a8ca-0f8821c989ed,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,431e0743-f7d6-4829-8639-ca9951e09a15,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,42784521-622a-409f-a204-305d61c3ca72,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,75c033a8-7c8b-4753-a47d-af13dedb8c46,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,e639a5ce-7df2-4170-9efd-ba6e339ce7d1,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,4a5fa38c-7f0b-4d7d-b200-f103f1bb0db5,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,029935f9-d4d2-4f33-b76a-6dfeffa2a628,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,c13496f9-297a-42ef-8940-6403c841945e,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,fa6d1fe7-1e54-45c1-b517-f53f81d135fa,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,a3da109f-8035-42ff-91ee-0cdb44ee6d94,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,912cefeb-8208-4c8f-9b32-76f2e06d677b,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,032dc362-0788-4d9d-88fa-8f6c10476c3f,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,67b4a1b0-68e8-4bb9-a243-703c26a8f9fe,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,4c1d68d9-4d67-4913-bf14-da7809beac6c,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,d58625f2-2570-47e5-a2c7-769c0626e5a5,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,c1a775c4-aebe-4c9d-89cd-ce35812afd42,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,74c8ac8c-37ff-46e2-a342-8f273e14206a,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,b25945ac-ac75-471d-95eb-bb80f63cc490,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,347c2c42-05b1-4f9c-a4f1-d8648d104e5e,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,0d272f5b-d30d-4e7a-94f7-92335118544b,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,2641c64b-7296-41f8-b468-df7aac685a14,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,7e1d1ffc-8e35-49e6-9403-0d5c868391a2,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c4c1dc82-96ee-4c9a-a634-84ff34331a8b,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,37bf5c9f-7d2c-4de3-8476-a0ed0d222025,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,1e1ed909-bfd9-49b3-92b5-8f1e8cf3f008,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,03753019-da1c-46d7-867e-446108cf5252,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,803917e1-072b-460a-b69d-18eb5da30623,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,df942e2b-17ed-427a-b2d6-fbcedda9bb25,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,8c35e546-83c4-49c7-bd11-ee8e05819d82,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,e79aafe8-2359-430c-bc74-ea03b49b5af3,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,6178470e-8e72-430f-955e-efc0c8cce5ea,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,46bac047-6bfa-44c0-bba9-eb0abbbd3885,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,de251606-6565-447b-8051-e43eadc4e430,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0be6a0ee-ac06-42a1-936a-5633d53b2eb1,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,218f7f8d-1fbf-4812-bb4e-7d77e95131cd,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,f8048473-6b34-4f74-8b46-e0ed50d8ff89,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,d908956d-1436-4039-b942-447e645e64c3,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,6e76fe47-eae0-423e-b5c2-e6b4949a452f,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,d6cca802-24fa-4585-8de4-b9d7d88fd91d,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,351d647f-da88-455c-917c-2dca785e91db,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,a0621170-9206-464c-933f-325030b714a1,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,ffb1ce21-4a8d-4320-9468-62d6d321e206,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,12306921-c436-47b9-8e5e-309c90c14543,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,1f52e402-447a-454e-9867-5d2014b8c84b,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,c2d7597f-26fb-4c0c-abb7-74bd344b8855,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,83530d68-8548-4b68-a021-5b1797d09084,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d8e79657-6094-47f6-9c29-b404baeb4640,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,f8771212-9e70-4ead-bbc3-8428c067136d,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,5e023297-9ce0-4da3-a197-a07e0278dd55,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,3bd4be1f-0efb-4350-94a7-aa1fd239278f,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,d7029ccf-1b4b-4415-830f-8225bbd30308,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,eb664ae9-33e4-4fa6-8ebf-451b42dcedc5,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,e7868a19-2052-4297-8c23-cd41844ed14f,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,719e9521-9a8b-4a19-a157-f89e155049ad,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,9ab94c42-a812-4064-8330-995047321361,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,6d29675b-b786-4563-a542-6185edac0b74,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,55e15207-a547-4230-a64b-8c7984cea9dc,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c2bfd362-2131-4228-8a0d-ec4bc34300df,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,6a673bdc-e73f-4e24-9d95-cb51ee5d1a9d,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,0ea3b098-e607-4dee-b309-1a7a56ee180b,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,1305cfcc-ef3d-4600-809f-61deeb54cc88,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,e7a601a0-9335-4701-b2e8-653d1b2d48fa,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,06e237ed-98b0-4e34-9e3a-3c0bcc9b76d6,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,35805ab1-5e97-4daa-a917-c00c7d33b6c3,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,16ebe799-fd3d-46cc-b522-fe7633503c96,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,d476bdd2-a8f5-4da5-b625-cd82b9ef070d,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,2fa96756-2d86-47eb-b663-b5e7aa193dc6,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,590dccad-f117-4a46-99be-e52e681696ad,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,8da7724e-4896-4b31-9263-bbf81af0c8af,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,e297e824-e0ad-49f3-bc45-9287c6f42621,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,ebcbb3cc-be62-49c4-8ac2-f75bc2041481,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a91702f4-7406-4b1a-aacb-a7e55eace5c2,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,1672ba48-3bad-4134-9127-1872f712250f,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,f5ebb5e6-846b-4974-8949-645b421efd3c,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c80e4f9a-3cb9-4e34-a342-10a806f1a27e,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,b5bf283b-75e6-4f7b-ae62-135e4ca74bbd,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,b7243378-f4c1-44bb-8354-fac3b98844de,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,b43fcb6b-effb-4d82-a012-0b441b49c8ac,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,3c6c0da6-347f-4519-8b9c-0f0d57a3ec4b,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0f08b1ba-4fed-4988-a58e-af0331df3691,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,053b6c32-1ba4-478f-a7f3-f2c9ff0f8df7,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,c1085983-9103-456b-99b9-afec46735275,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,4582bbfa-9eb8-444e-bacb-cb38fd474dbe,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,b49a7656-3fe0-46f8-884d-6b3a69a19cec,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0040b947-e15e-40d2-860a-c6847d980468,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,8ea834d2-a790-43ed-94a9-1caf3d021d96,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,65cd13b5-807a-4c4b-9cb4-1dc29c9fbf02,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,e57491bc-e918-4c55-8a5b-216a06bd6a2f,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,7d70b8f4-c629-4754-91a9-9f5c7db0ecf0,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,0cc6308e-2ac9-4b39-87ad-e27fee8e77ee,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,71a64845-bf9f-48f3-bad5-ccf4bb8d9283,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ee57b781-feb9-420f-89e5-20c69e6f8992,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,d038b983-ca0a-4638-9f47-abdb04d199f1,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,43055016-c599-4526-90eb-767c7741cecf,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,890cd473-7aa4-480a-914b-52f3769988b9,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,d025d393-8851-4f1e-b58c-123121617281,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ee6e32f4-f664-4e5f-ab73-4adf8318cd70,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,a2521210-d6fd-468c-891f-fa6ed953db04,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,d495df19-b9ca-4a6b-8e2c-9d685b995548,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,30dac43e-cf7a-41a8-8813-45479f47e2d3,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,502aa705-1e23-4012-a0e6-8fd26ba8e6f2,115384615.38461539
"Phường 4, Quận 4",3190000000.0,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,3a8af5b9-748a-4403-ab3e-85210c5992d9,49843750.0
"Phường 15, Quận Phú Nhuận",9500000000.0,"Nhà hẻm, ngõ",68.0,6.0,7.0,1.0,unknown,unknown,Sổ hồng,5a05461a-9554-4298-a552-63021165d51f,139705882.3529412
"Xã Tân Thông Hội, Huyện Củ Chi",590000000.0,Đất thổ cư,140.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,4ca93101-5fb2-46a6-9eb4-b6ade17590d3,4214285.714285715
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,19a74002-703e-460e-bfc7-8719e9eb4260,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,f5101d5b-0fb3-413c-9589-33eeb5f6f8a8,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,53d8e2fc-c084-42fb-9782-90e7849fed16,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6ff19cb0-2ee5-406c-b66b-2c4c5dce82c1,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,cfe4b667-ea3b-458f-9a94-5794abb7f43d,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,1ee02e4a-3b84-4871-9a79-056469651acf,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,9723d860-dd56-4cf3-9a31-6676c597eef4,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,6bd04256-b9e1-4490-b565-4daf5000f376,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,db0e6be4-8b34-4057-857e-8d049e23f4b5,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ef0d882e-73a0-4052-97e0-2e7e2607f363,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d985ef1a-710e-432d-969e-02bee1752499,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,f4620d94-7c3f-48da-9955-372f55c2ab8d,115942028.98550725
"Phường Bình Trị Đông, Quận Bình Tân",2630000000.0,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,3bbd1518-cdc7-435f-a537-9468be729363,65750000.0
"Phường Hiệp Tân, Quận Tân Phú",18000000000.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,1.0,unknown,unknown,Sổ hồng,c8906ae9-8aca-47d0-b7b9-6dd51407c186,115384615.38461539
