Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,99304f83-8899-4935-bcb0-bc6b2ebdf49e,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,bd792bf5-3bfc-441b-b466-105be37aa9d5,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ac5c4bed-eb9c-4854-8a47-888fce3003fc,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,2b959514-215d-41fb-b0ab-e8c7fabe3cb4,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,4ffc4e00-2e8d-4b23-9b21-90cbd9488483,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,44d446e8-502f-4278-a562-2b290ad2946d,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,aa1a9d4e-8b81-410a-b787-18d440f6e73d,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,13a31f6f-c695-4160-8f64-d7f46a884793,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,0abd4b0f-125b-4c34-a75d-0855ca0efdc2,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,8d1d336d-6053-4e7f-b5c2-1dfcbe179af4,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,ba7ac8ab-fda8-4d2b-b047-fa6da00b4b2c,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,2144a6f8-ce4f-4875-b778-1a28db890ff8,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,8dc9e9ef-9857-4554-9ad5-cf169cf0b699,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,2fcd838e-68f3-48ea-9ad1-7dee62ce8851,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,c7301e9c-8f2e-4bbd-9e50-c21d5ae963b6,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,1561e521-db00-46b6-b196-8cbdd765d0ed,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,bb0f02a7-3c20-4a88-9bd0-ff3101720904,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,4a1923de-f543-4e4f-8529-9374ee196d70,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,726adfcd-b120-40a7-874e-2f71e7889cb0,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,8bdebf23-ef80-4e74-9f99-4ffd5888b827,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,264a8460-2dcf-4dee-a923-28ba4d9dbed9,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,595eb161-1a1d-48c4-900c-dcf13daacc6d,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,7b26fc78-68b4-40dd-9c8f-5aba7ef2a504,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,03b9d0f0-8026-441e-b13b-35fae2a42802,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,74348f14-05ad-4b26-ab40-62bee725add5,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,4cb9e13a-e336-43e0-a22d-5764896e5b27,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,e51e299a-4b26-49ce-8af2-302ad8d45b78,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,ad9eae60-bd78-4a38-b5a4-53ff54396525,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,1be639e3-1a9a-4eaf-9b3a-0f60cd8652d9,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,7a1f21b9-b028-42ff-ab8f-1e05340be6f1,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,cb57c7ab-def2-4dec-8847-456a7a9941ec,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,474391c7-8913-4230-a4f3-21a2f24b72a7,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,70329085-8a87-42ea-b172-b52d3916cdcc,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,cdb58d9b-4638-4825-8e45-826e51d51b5f,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,16d02e23-059f-4d67-b7d2-80ca09e05509,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ced465e5-717b-40f2-8445-5c32fd313659,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,607a9054-18f5-4247-b7b0-0ab1d54898e2,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,b5237119-c9bb-4ec0-965a-f0f09c3d7ac2,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,77edf0a7-810a-491a-a3bf-8356d88275e8,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,8c157fa3-100b-4f5e-8b63-dd0de9b4d384,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,00598313-c3a0-43d2-be42-6de5154547aa,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9842a3ac-1411-40a5-9c2b-21cf6009b7a1,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,d95a7b77-db3b-481f-8c5a-9e3f09ae07c1,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,881cf307-cb97-4a62-a99d-e875a83a64d8,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,1cafa491-bc3a-4606-8e0d-1f91cd1fc49f,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,52fff4ca-1277-4f52-82ad-623d91d8783d,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,831e9bff-ac22-490c-905d-8cb9fb3a37ed,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,9617b25d-14dc-45b5-a2c9-c020f661cbb0,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,e6141955-0b2c-43bc-bdf5-cf7213fd4384,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,2a34e2fe-6c0d-4a24-8620-5b500b702d6a,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,2198e096-484d-4ca1-b2c3-55dd9adff86e,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,fcecf842-a475-440a-80a5-4a21ec6b9202,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,e609a493-4c91-486b-8d0b-a1c1ab7cebb8,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0d2dd506-a8d0-4ca1-944b-386aacdc5068,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,be471ae2-5a25-4e91-a918-3aef801e0da2,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,aeae05e1-bfa0-4556-a4f9-de6e6f700bb1,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,3cd45ee3-d3cd-4353-b86b-6b55ff2cebc4,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,5eceb20f-4620-42a0-8c26-b30287369be9,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ca79cbaa-cc66-4ed4-aa2b-9609961048ea,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,625ac827-0af2-4cd5-b54c-9df30baabc93,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,8f27c614-effc-4b2d-a946-f0bf98982120,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,88a752b1-ce3c-4bd8-af23-06e069931059,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,bfb2edfc-1d71-4573-852c-a83809ffb44f,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,23b8d4f6-fb9d-4592-8be8-a16e059f3d34,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,daec2824-af02-4ce5-b45e-591b9d7f4e10,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,b8760639-a776-4aea-b13c-117bef5a166b,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,8e063dcb-83ff-4c41-9bb1-747ddee3b70d,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,ea3b2bdb-97f2-42c5-a495-d4e1f7b4e211,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,4486a44b-0760-4245-92ac-0f080e5f1f82,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,0107d51e-9064-4050-9c3a-45f50dbac2d5,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,eb6db768-9332-4c29-805e-04d5f73ea380,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,06e1c547-6621-442f-89ab-57e976e300da,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,fefdb243-2cdc-483a-b9ec-630ac174111f,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,427c6b65-3fae-47be-92de-d42d97e9ccec,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,92c04ace-ee88-460b-9836-da7a71ccc237,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,98080b05-4f52-4aad-a9b6-477dc44e7178,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,7156bc19-4d94-4c9a-bf3f-f89628a057ca,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,290a7e7d-3021-4acc-82d2-1e4059ec7322,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,be56dc0e-e2c8-4825-b7c0-53df77e2c0e5,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,b8f610e7-a08a-46a0-8b37-824dd66248e3,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,f5d50f20-5b8e-436b-bad7-af9102a2055b,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,a861acd3-7804-4440-953b-b60d695eed1d,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,e508982e-989a-45aa-a06e-4f00a9cf6a08,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,a32b5879-f05f-4d7b-8a37-6007b6e4eb32,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,578e161e-eb73-4d8d-b232-2c9202d6c1c4,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,9a20cdef-2a29-4eb2-930a-7f95cc9ddc60,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,479aad94-c96d-4dcf-be7f-251d0d0e8a41,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,8782a307-7ad2-4a26-9321-714e2b3fc391,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,f75bc2e3-9584-456d-afb6-ab4b455a7dfa,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,3e1d0d58-30cd-458e-a3cb-1b84f5ab2861,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,b92b45b3-0c36-4c6a-ac4e-11687815f19b,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,35736ffb-5e37-4525-be82-5b404b42b6b0,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,1a30e7bb-5cae-4cf9-b34f-756ec7ecfa90,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,65d54df5-24b3-423b-ab08-1ecbf8d8cefd,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,fe0c2fa5-bd51-4b54-984b-5c185ff769ac,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,0db71ebf-8bc9-4781-b1bd-a0764b7a7cce,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,01d6014e-6c3e-484f-8d26-d8b87f599522,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,d2a4ccdf-33ba-4d24-9a2e-a039abf93384,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,949698e5-7dfd-4602-9131-fee9b61a281e,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,b0ff3233-19bc-4257-b325-146da2efbba3,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,90caa042-ab59-4300-8e1a-751489cc5a30,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,ced5229f-7644-4ac0-943a-f64d186b993b,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,bd150761-18a6-42a2-8cc0-b0d2676362f0,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,77b5ca64-2196-42fd-a99b-316d51328204,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,be762c10-96f5-45a9-b214-7ec729045376,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,97316af7-92dd-4d7f-89a9-e34aa8c51f9f,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,4ec9d1b1-8723-4d58-8a37-068ee1784a42,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,25992646-b591-4c61-9195-049ad8fabfb9,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,42f10945-4200-4e86-91fa-93a571d0df12,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,1ba77149-94bf-4d6f-a5eb-e2fe11f906f8,102739726.02739726
"Xã Tân Thạnh Đông, Huyện Củ Chi",750000000.0,Đất thổ cư,165.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,776df8bc-7e36-43a2-943f-80d62a72cde4,4545454.545454546
"Phường 5, Quận 8",8000000000.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,bc9e41ae-ac9a-46e3-9848-f04a88169fb0,115942028.98550725
"Xã Thới Tam Thôn, Huyện Hóc Môn",4900000000.0,Nhà mặt tiền,90.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,d6350583-4a77-4c45-afe0-703283133129,54444444.44444445
"Xã Thới Tam Thôn, Huyện Hóc Môn",4000000000.0,Đất thổ cư,88.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,6437045d-8751-475f-b75c-2b1cd72831e1,45454545.45454545
"Phường 15, Quận Tân Bình",7850000000.0,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,af5b115e-8241-42d4-bc98-3d2b1fb6888d,122656250.0
"Phường 14, Quận Gò Vấp",4660000000.0,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,e3c0d90c-dfe1-4566-b8c6-4ce086759218,110952380.95238096
"Xã Tân Hiệp, Huyện Hóc Môn",3450000000.0,Đất thổ cư,120.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,e460dbda-9231-46b9-b190-4a9f85938f55,28750000.0
"Phường 16, Quận Gò Vấp",7890000000.0,"Nhà hẻm, ngõ",74.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,3e418223-e52b-4598-b225-9885fd3ebfc1,106621621.62162162
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,9c631276-3ccb-4fde-af0c-a231bbe3032a,103333333.33333333
"Xã Phước Kiển, Huyện Nhà Bè",3350000000.0,Đất thổ cư,95.0,0.0,0.0,1.0,Tây Nam,unknown,Sổ hồng,7b7e9a37-9387-443c-8f62-c84ca5caab42,35263157.89473684
"Phường 5, Quận Tân Bình",6100000000.0,"Nhà hẻm, ngõ",45.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,d24da86e-2970-4e2d-8408-3ba223e7da87,135555555.55555555
"Phường 8, Quận Tân Bình",1550000000.0,"Nhà hẻm, ngõ",15.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c2cd8691-0fe7-4e54-b013-6e830102e402,103333333.33333333
"Phường 11, Quận Bình Thạnh",8000000000.0,Nhà mặt tiền,42.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,f151231a-53b9-4623-87cf-49992502e2ea,190476190.47619048
"Phường 15, Quận 5",23500000000.0,Nhà mặt tiền,68.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,0854774c-6b00-4b4a-a9b2-567d2b935e1b,345588235.2941176
"Phường 2, Quận Phú Nhuận",3390000000.0,"Nhà hẻm, ngõ",56.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,1b5d39d1-1c35-4081-878a-6a05f3f173fb,60535714.28571428
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4500000000.0,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,b74544a8-06c4-44a8-b8ae-054328499672,39823008.84955752
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7500000000.0,"Nhà hẻm, ngõ",73.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,6bab12b6-30e9-41b4-b23d-026a20434c32,102739726.02739726
